Должность,Компания,Доход,Адрес,Ссылка 
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '29 000 – 39 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/68415762?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-стоматолог', 'ООО Кремлёвская стоматология', 'от 70 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72939184?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бухгалтер по заполнению деклараций', 'ООО Цитрус', '30 000 – 55 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71721407?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Обивщик мягкой мебели', 'ООО Канзас', 'от 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72913362?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Senior Backend developer (Node.js/Golang)', 'ООО Пауэр Тех', 'от 220 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73183697?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Оператор колл-центра на проект Яндекс удалённо', 'ООО Телесейлз сервис', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72405927?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по закупкам', 'АО Компания Еламед', '37 700 – 37 700 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71912694?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Технолог мясо-разделочного цеха', 'ООО ПРИОРИТЕТ', 'от 40 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73082810?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Дизайнер-консультант', 'ООО Эдисон', '30 000 – 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72861485?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Водитель категории В', 'Глобал HR (ИП Вяткин Максим Анатольевич)', '65 000 – 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72206182?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по сбору данных', 'Франчайзи сеть 2ГИС «Восток-Запад»', 'от 30 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72670604?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Зоотехник', 'ООО ЭкоНива-АПК Холдинг', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/71774425?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Врач-косметолог', 'ИП Центр кадровых решений', '60 000 – 150 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71156757?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Продавец-кассир (Рязань', 'Пятёрочка. Магазины', '28 000 – 32 600 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/67842779?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сборщик заказов', 'ВкусВилл. Даркстор', '45 000 – 65 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/70375598?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Уборщица/уборщик (Рязань', 'ВкусВилл. Магазины', 'от 9 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71377536?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист отдела безопасности', 'ЭЛИТТРАНС', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/70970919?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Технический специалист', 'Автопример', 'до 60 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72068677?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по продажам интернета и мобильной связи', '101 Интернет', '40 000 – 100 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/69238147?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Кредитный специалист/ТЦ ПРЕМЬЕР', 'ПАО Совкомбанк', '70 000 – 200 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72658979?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Инженер по обслуживанию сельскохозяйственной техники', 'ООО Кузница', '40 000 – 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71706607?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Дизайнер по текстилю в интерьере', 'Дизайн студия Верона', '40 000 – 80 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72931073?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Специалист по кадрам', 'PUSHE', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/73238387?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бухгалтер по работе с первичной документацией', 'Автотрейд', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72520116?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Сварщик на полуавтомат', 'Альянс', '105 000 – 117 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73021328?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['SMM-специалист', 'ООО Мандарин', 'от 45 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72942775?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Помощник руководителя', 'PUSHE', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72460812?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по работе с персоналом (HR-менеджер)', 'WiseAdvice', 'от 40 000 руб.', 'Волгоград', 'https://ryazan.hh.ru/vacancy/72157978?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Менеджер по персоналу / HR специалист', 'Pro Brand', '35 000 – 50 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/73325033?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Офис-менеджер по работе с интернет-магазинами', 'Рельеф-Центр. Продажи', '35 000 – 39 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72870731?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Младший инспектор отдела охраны', 'ФКУ ИК-6 УФСИН России по Рязанской области', 'Не указана', 'Рязань', 'https://ryazan.hh.ru/vacancy/72763482?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Бухгалтер оператор', 'ООО Цитрус', 'от 32 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/72854724?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
['Ведущий менеджер по работе с клиентами', '101 Интернет', '40 000 – 90 000 руб.', 'Рязань', 'https://ryazan.hh.ru/vacancy/71538173?from=vacancy_search_list&query=%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C']
